lag_s,msd
0.05,0.34698327500076265
0.1,1.2966451204332863
0.15000000000000002,2.4902627377929565
0.2,3.2046013087367746
0.25,2.7208152137565866
0.30000000000000004,1.4116670914277392
0.35000000000000003,0.40284050724970505
0.4,0.06790801844132063
0.45,0.18282629392937164
