lag_s,msd
0.05,0.3552345789267779
0.1,1.3016101384648238
0.15000000000000002,2.32214673446121
0.2,2.8457739833740034
0.25,2.7239691894842455
0.30000000000000004,2.045785565631829
0.35000000000000003,1.0781990657294838
0.4,0.3873815065946302
0.45,0.25677044417121353
